n,np,time,parallel_reflect,parallel_absorb,parallel_transmit,parallel_prob_reflect,parallel_prob_absorb,parallel_prob_transmit,
150000000,31,0.478215,62777658,28980570,53403060,0.418518,0.193204,0.356020,
150000000,32,0.462214,62879315,28995571,53437614,0.419195,0.193304,0.356251,
150000000,33,0.448199,62965327,28973824,53515392,0.419769,0.193159,0.356769,
150000000,34,0.435105,63026490,29031288,53530455,0.420177,0.193542,0.356870,
150000000,35,0.423027,63087689,29056332,53570264,0.420585,0.193709,0.357135,
150000000,36,0.411433,63072192,29062145,53698995,0.420481,0.193748,0.357993,
150000000,37,0.399818,63139248,29175480,53631216,0.420928,0.194503,0.357541,
150000000,38,0.389912,63200921,29154705,53697003,0.421339,0.194365,0.357980,
150000000,39,0.379399,63166791,29182784,53804269,0.421112,0.194552,0.358695,
150000000,40,0.370335,63281868,29146806,53821325,0.421879,0.194312,0.358809,
150000000,41,0.360933,63356680,29152640,53832143,0.422378,0.194351,0.358881,
150000000,42,0.352497,63330404,29220290,53877876,0.422203,0.194802,0.359186,
150000000,43,0.344355,61869246,28543790,52610218,0.412462,0.190292,0.350735,
150000000,44,0.336662,61952179,28542150,52687488,0.413015,0.190281,0.351250,
150000000,45,0.329539,62033233,28590012,52710087,0.413555,0.190600,0.351401,
150000000,46,0.322851,62106859,28620724,52750676,0.414046,0.190805,0.351671,
150000000,47,0.315738,62135612,28608254,52873155,0.414237,0.190722,0.352488,
150000000,48,0.309180,62238690,28563010,52948299,0.414925,0.190420,0.352989,
150000000,49,0.303042,62250889,28678810,52947850,0.415006,0.191192,0.352986,
150000000,50,0.296712,62259936,28699583,53040480,0.415066,0.191331,0.353603,
150000000,51,0.290963,62401912,28735119,52980613,0.416013,0.191567,0.353204,
150000000,52,0.285320,62409369,28755050,53066350,0.416062,0.191700,0.353776,
150000000,53,0.281319,62452186,28763133,53124302,0.416348,0.191754,0.354162,
150000000,54,0.275414,62548616,28780388,53115439,0.416991,0.191869,0.354103,
150000000,55,0.269917,62524721,28811118,53209615,0.416831,0.192074,0.354731,
150000000,56,0.266465,62607492,28854599,53180765,0.417383,0.192364,0.354538,
150000000,57,0.261223,62669805,28824562,53242475,0.417799,0.192164,0.354950,
150000000,58,0.257287,62723472,28842464,53261648,0.418156,0.192283,0.355078,
150000000,59,0.251944,62647560,28972464,53295228,0.417650,0.193150,0.355302,
150000000,60,0.248617,62697186,28916770,53386042,0.417981,0.192778,0.355907,
150000000,61,0.244703,62769295,28883450,53429220,0.418462,0.192556,0.356195,
150000000,62,0.241450,62850348,28987260,53323680,0.419002,0.193248,0.355491,
150000000,63,0.237114,62729777,28971279,53537036,0.418199,0.193142,0.356914,
150000000,64,0.233601,62859382,28988782,53464336,0.419063,0.193259,0.356429,
175000000,1,17.366637,75716263,34896864,64386873,0.432664,0.199411,0.367925,
175000000,2,8.673298,75731568,34894464,64373968,0.432752,0.199397,0.367851,
175000000,3,5.749439,75714465,34888599,64396936,0.432654,0.199363,0.367982,
175000000,4,4.320424,75716184,34884236,64399580,0.432664,0.199338,0.367998,
175000000,5,3.453881,75723285,34892295,64384420,0.432704,0.199385,0.367911,
175000000,6,2.884585,75748692,34878978,64372330,0.432850,0.199308,0.367842,
175000000,7,2.465440,75693212,34917687,64389101,0.432533,0.199530,0.367938,
175000000,8,2.157826,75711272,34898352,64390376,0.432636,0.199419,0.367945,
175000000,9,1.927218,75731454,34907593,64360953,0.432751,0.199472,0.367777,
175000000,10,1.731289,75719870,34912570,64367560,0.432685,0.199500,0.367815,
175000000,11,1.577853,75705750,34874312,64419938,0.432604,0.199282,0.368114,
175000000,12,1.444698,75745896,34887804,64366300,0.432834,0.199359,0.367807,
175000000,13,1.331617,69922049,32193768,59422644,0.399555,0.183964,0.339558,
175000000,14,1.236807,70350007,32392997,59756996,0.402000,0.185103,0.341469,
175000000,15,1.154424,70661075,32591720,60080538,0.403778,0.186238,0.343317,
175000000,16,1.086753,71007120,32716005,60339375,0.405755,0.186949,0.344796,
175000000,17,1.013577,71253312,32843840,60608729,0.407162,0.187679,0.346336,
175000000,18,0.957316,71509769,32962643,60805365,0.408627,0.188358,0.347459,
175000000,19,0.906950,71737601,33036822,61015050,0.409929,0.188782,0.348657,
175000000,20,0.861066,71945761,33150972,61153267,0.411119,0.189434,0.349447,
175000000,21,0.820739,72207186,33168440,61291040,0.412612,0.189534,0.350235,
175000000,22,0.783902,72271542,33311796,61462116,0.412980,0.190353,0.351212,
175000000,23,0.749535,72449036,33380482,61561786,0.413994,0.190746,0.351782,
175000000,24,0.718771,72580249,33416578,61711507,0.414744,0.190952,0.352637,
175000000,25,0.689011,72694896,33482952,61822151,0.415399,0.191331,0.353269,
175000000,26,0.662958,72802375,33540150,61926704,0.416014,0.191658,0.353867,
175000000,27,0.639046,72871797,33652710,61994010,0.416410,0.192301,0.354251,
175000000,28,0.615618,72999224,33695028,62055747,0.417138,0.192543,0.354604,
175000000,29,0.594814,73053568,33734196,62177752,0.417449,0.192767,0.355301,
175000000,30,0.575245,73136578,33786866,62243222,0.417923,0.193068,0.355676,
175000000,31,0.557344,73352857,33793170,62208810,0.419159,0.193104,0.355479,
175000000,32,0.538526,73353254,33807298,62370698,0.419161,0.193185,0.356404,
175000000,33,0.522188,73396520,33881632,62418816,0.419409,0.193609,0.356679,
175000000,34,0.507797,73503573,33887964,62461402,0.420020,0.193646,0.356922,
175000000,35,0.492511,73535471,33861042,62603486,0.420203,0.193492,0.357734,
175000000,36,0.479523,73587465,33930050,62621372,0.420500,0.193886,0.357836,
175000000,37,0.466758,71630009,32975250,60935280,0.409314,0.188430,0.348202,
175000000,38,0.454039,71749368,33097500,60942604,0.409996,0.189129,0.348243,
175000000,39,0.442231,71819294,33120032,61086313,0.410396,0.189257,0.349065,
175000000,40,0.431177,71965919,33140066,61144014,0.411234,0.189372,0.349394,
175000000,41,0.421196,72093749,33171840,61197825,0.411964,0.189553,0.349702,
175000000,42,0.411476,72076545,33245480,61344640,0.411866,0.189974,0.350541,
175000000,43,0.401693,72122567,33240891,61497006,0.412129,0.189948,0.351411,
175000000,44,0.392845,72269106,33350226,61426121,0.412966,0.190573,0.351006,
175000000,45,0.383667,72335583,33300361,61586277,0.413346,0.190288,0.351922,
175000000,46,0.376297,72416036,33377124,61598142,0.413806,0.190726,0.351989,
175000000,47,0.367607,72511932,33384330,61656929,0.414354,0.190768,0.352325,
175000000,48,0.360891,72578401,33446508,61683424,0.414734,0.191123,0.352477,
175000000,49,0.353086,72653236,33505360,61698545,0.415161,0.191459,0.352563,
175000000,50,0.346214,72681790,33518112,61800096,0.415325,0.191532,0.353143,
175000000,51,0.340068,72773501,33563579,61800171,0.415849,0.191792,0.353144,
175000000,52,0.333506,72765829,33580400,61923000,0.415805,0.191888,0.353846,
175000000,53,0.327070,72821421,33554634,62020169,0.416122,0.191741,0.354401,
175000000,54,0.320692,72909200,33633896,61975420,0.416624,0.192194,0.354145,
175000000,55,0.315095,73010574,33506070,62119719,0.417203,0.191463,0.354970,
175000000,56,0.309728,73033324,33608736,62107938,0.417333,0.192050,0.354903,
175000000,57,0.304125,73043158,33670835,62145654,0.417389,0.192405,0.355118,
175000000,58,0.299181,73128327,33713028,62124160,0.417876,0.192646,0.354995,
175000000,59,0.294473,73254975,33676341,62136479,0.418600,0.192436,0.355066,
175000000,60,0.289165,73189888,33764758,62212018,0.418228,0.192941,0.355497,
175000000,61,0.285682,73234044,33809714,62218534,0.418480,0.193198,0.355534,
175000000,62,0.280297,72163844,33194285,61174127,0.412365,0.189682,0.349566,
175000000,63,0.275809,72175003,33196740,61294920,0.412429,0.189696,0.350257,
175000000,64,0.271626,72174712,33287029,61335134,0.412427,0.190212,0.350486,
200000000,1,19.893529,86533397,39884698,73581905,0.432667,0.199423,0.367910,
200000000,2,9.947608,86529652,39876958,73593390,0.432648,0.199385,0.367967,
200000000,3,6.563568,86539733,39884916,73575351,0.432699,0.199425,0.367877,
200000000,4,4.945432,86554596,39863548,73581856,0.432773,0.199318,0.367909,
200000000,5,3.964068,86585000,39858520,73556480,0.432925,0.199293,0.367782,
200000000,6,3.304440,86559384,39855270,73585346,0.432797,0.199276,0.367927,
200000000,7,2.824450,86570453,39867842,73561705,0.432852,0.199339,0.367809,
200000000,8,2.469475,86515200,39893528,73591272,0.432576,0.199468,0.367956,
200000000,9,2.194735,86558814,39878478,73562708,0.432794,0.199392,0.367814,
200000000,10,1.976606,86531970,39911800,73556230,0.432660,0.199559,0.367781,
200000000,11,1.803595,78678690,36230060,66909431,0.393393,0.181150,0.334547,
200000000,12,1.648512,79316061,36602016,67415256,0.396580,0.183010,0.337076,
200000000,13,1.519647,79893372,36805584,67916428,0.399467,0.184028,0.339582,
200000000,14,1.417809,80316158,37083566,68314561,0.401581,0.185418,0.341573,
200000000,15,1.320140,80739432,37234806,68692428,0.403697,0.186174,0.343462,
200000000,16,1.241053,81128820,37407330,68963850,0.405644,0.187037,0.344819,
200000000,17,1.157365,81419520,37553741,69262032,0.407098,0.187769,0.346310,
200000000,18,1.093425,81733552,37692519,69462818,0.408668,0.188463,0.347314,
200000000,19,1.035818,81967878,37779660,69726145,0.409839,0.188898,0.348631,
200000000,20,0.984154,82257593,37897400,69845007,0.411288,0.189487,0.349225,
200000000,21,0.937710,82396850,38014240,70065100,0.411984,0.190071,0.350326,
200000000,22,0.895336,82580485,38024931,70303673,0.412902,0.190125,0.351518,
200000000,23,0.858378,82826611,38147758,70329977,0.414133,0.190739,0.351650,
200000000,24,0.820810,82923610,38220664,70522392,0.414618,0.191103,0.352612,
200000000,25,0.787988,83063520,38281248,70655231,0.415318,0.191406,0.353276,
200000000,26,0.757154,83207800,38368050,70731841,0.416039,0.191840,0.353659,
200000000,27,0.729618,83361278,38393784,70837530,0.416806,0.191969,0.354188,
200000000,28,0.703552,83479520,38417841,70959780,0.417398,0.192089,0.354799,
200000000,29,0.679350,83526828,38538024,71038595,0.417634,0.192690,0.355193,
200000000,30,0.656792,83636783,38583050,71113499,0.418184,0.192915,0.355567,
200000000,31,0.636482,83763836,38586780,71197770,0.418819,0.192934,0.355989,
200000000,32,0.615506,83863029,38634556,71252415,0.419315,0.193173,0.356262,
200000000,33,0.597083,81306336,37459129,69113321,0.406532,0.187296,0.345567,
200000000,34,0.579258,81458048,37525728,69251517,0.407290,0.187629,0.346258,
200000000,35,0.563159,81609198,37596240,69365990,0.408046,0.187981,0.346830,
200000000,36,0.547156,81806652,37631982,69450253,0.409033,0.188160,0.347251,
200000000,37,0.532144,81835263,37770880,69583045,0.409176,0.188854,0.347915,
200000000,38,0.519199,81993420,37788480,69691782,0.409967,0.188942,0.348459,
200000000,39,0.505666,82117503,37861475,69764610,0.410588,0.189307,0.348823,
200000000,40,0.493198,82295802,37841578,69862619,0.411479,0.189208,0.349313,
200000000,41,0.481125,82340262,37915488,69988152,0.411701,0.189577,0.349941,
200000000,42,0.470277,82470560,37945160,70060469,0.412353,0.189726,0.350302,
200000000,43,0.458704,82454362,38064634,70178675,0.412272,0.190323,0.350893,
200000000,44,0.448562,82729626,37993242,70186221,0.413648,0.189966,0.350931,
200000000,45,0.438667,82650171,38124917,70336020,0.413251,0.190625,0.351680,
200000000,46,0.428581,82773194,38160675,70370476,0.413866,0.190803,0.351852,
200000000,47,0.419742,82842253,38203026,70444080,0.414211,0.191015,0.352220,
200000000,48,0.410961,82959695,38128664,70578306,0.414798,0.190643,0.352892,
200000000,49,0.403358,83018121,38318377,70500235,0.415091,0.191592,0.352501,
200000000,50,0.394707,83127454,38251872,70620672,0.415637,0.191259,0.353103,
200000000,51,0.387858,83135113,38350144,70671604,0.415676,0.191751,0.353358,
200000000,52,0.380427,83144850,38410300,70752540,0.415724,0.192052,0.353763,
200000000,53,0.373385,83370873,38339352,70742603,0.416854,0.191697,0.353713,
200000000,54,0.365799,81731835,37629483,69527569,0.408659,0.188147,0.347638,
200000000,55,0.360266,81767140,37721008,69602758,0.408836,0.188605,0.348014,
200000000,56,0.352845,81912189,37770425,69603098,0.409561,0.188852,0.348015,
200000000,57,0.348396,82004017,37766196,69703470,0.410020,0.188831,0.348517,
200000000,58,0.341063,81985860,37724555,69944756,0.409929,0.188623,0.349724,
200000000,59,0.335742,82172523,37757944,69900040,0.410863,0.188790,0.349500,
200000000,60,0.330934,82295687,37819785,69884526,0.411478,0.189099,0.349423,
200000000,61,0.324361,82302172,37897606,69964154,0.411511,0.189488,0.349821,
200000000,62,0.320233,82335469,37924137,70062972,0.411677,0.189621,0.350315,
200000000,63,0.315690,82494970,37915500,70065718,0.412475,0.189578,0.350329,
200000000,64,0.309930,82494509,38026973,70103518,0.412473,0.190135,0.350518,
225000000,1,22.246521,97344810,44874200,82780990,0.432644,0.199441,0.367916,
225000000,2,11.227528,97370166,44868254,82761580,0.432756,0.199414,0.367829,
225000000,3,7.393277,97350066,44886921,82763013,0.432667,0.199497,0.367836,
225000000,4,5.534705,97337060,44877808,82785132,0.432609,0.199457,0.367934,
225000000,5,4.444659,97351260,44861385,82787355,0.432672,0.199384,0.367944,
225000000,6,3.701331,97377456,44852466,82770078,0.432789,0.199344,0.367867,
225000000,7,3.168787,97338592,44861950,82799458,0.432616,0.199386,0.367998,
225000000,8,2.774590,97336656,44896440,82766904,0.432607,0.199540,0.367853,
225000000,9,2.471502,97343613,44887446,82768941,0.432638,0.199500,0.367862,
225000000,10,2.220208,87620751,40395717,74483532,0.389426,0.179537,0.331038,
225000000,11,2.021298,88545170,40784900,75215384,0.393534,0.181266,0.334291,
225000000,12,1.843051,89230966,41132476,75886558,0.396582,0.182811,0.337274,
225000000,13,1.704484,89842752,41419224,76430331,0.399301,0.184085,0.339690,
225000000,14,1.580188,90419869,41658799,76849903,0.401866,0.185150,0.341555,
225000000,15,1.475061,90882806,41857886,77259308,0.403924,0.186035,0.343375,
225000000,16,1.391270,91213560,42120930,77603010,0.405394,0.187204,0.344902,
225000000,17,1.303010,91615009,42246784,77902912,0.407178,0.187763,0.346235,
225000000,18,1.229229,91954309,42373843,78171848,0.408686,0.188328,0.347430,
225000000,19,1.164966,92223576,42476242,78458076,0.409883,0.188783,0.348703,
225000000,20,1.106846,92493577,42645348,78611074,0.411083,0.189535,0.349383,
225000000,21,1.055299,92725340,42708360,78852013,0.412113,0.189815,0.350453,
225000000,22,1.006426,92901627,42843423,79027675,0.412896,0.190415,0.351234,
225000000,23,0.962321,93111788,42965978,79139624,0.413830,0.190960,0.351732,
225000000,24,0.922981,93345454,42986102,79293443,0.414869,0.191049,0.352415,
225000000,25,0.886437,93484823,43034664,79480512,0.415488,0.191265,0.353247,
225000000,26,0.851881,93620675,43138579,79586899,0.416092,0.191727,0.353720,
225000000,27,0.820883,93755089,43186858,79724719,0.416689,0.191942,0.354332,
225000000,28,0.791528,93858595,43251758,79853931,0.417149,0.192230,0.354906,
225000000,29,0.764749,90709902,41743998,77028857,0.403155,0.185529,0.342350,
225000000,30,0.739264,90882260,41876156,77241583,0.403921,0.186116,0.343296,
225000000,31,0.716126,91141677,42005688,77336504,0.405074,0.186692,0.343718,
225000000,32,0.692227,91274250,42073530,77589720,0.405663,0.186993,0.344843,
225000000,33,0.673698,91445319,42123513,77794802,0.406424,0.187216,0.345755,
225000000,34,0.651358,91617695,42243904,77903105,0.407190,0.187751,0.346236,
225000000,35,0.632743,91764202,42307320,78071334,0.407841,0.188033,0.346984,
225000000,36,0.615921,92002707,42363184,78134108,0.408901,0.188281,0.347263,
225000000,37,0.599142,92068972,42453670,78315195,0.409195,0.188683,0.348068,
225000000,38,0.583494,92266308,42536253,78355332,0.410072,0.189050,0.348246,
225000000,39,0.569323,92364902,42603204,78493428,0.410511,0.189348,0.348860,
225000000,40,0.554570,92492150,42655342,78602506,0.411076,0.189579,0.349344,
225000000,41,0.540504,92644227,42641079,78739082,0.411752,0.189516,0.349951,
225000000,42,0.527959,92687240,42694640,78903831,0.411943,0.189754,0.350684,
225000000,43,0.515637,92839375,42760456,78935050,0.412619,0.190046,0.350822,
225000000,44,0.504090,92868859,42842688,79061178,0.412750,0.190412,0.351383,
225000000,45,0.492897,92984574,42918300,79097124,0.413265,0.190748,0.351543,
225000000,46,0.482358,93071220,42924860,79221309,0.413650,0.190777,0.352095,
225000000,47,0.471573,93190277,42967618,79267635,0.414179,0.190967,0.352301,
225000000,48,0.462513,91267470,42061633,77608395,0.405633,0.186941,0.344926,
225000000,49,0.453537,91469376,42089034,77666077,0.406531,0.187062,0.345183,
225000000,50,0.444552,91563612,42158906,77777480,0.406949,0.187373,0.345678,
225000000,51,0.436127,91649376,42226416,77888911,0.407331,0.187673,0.346173,
225000000,52,0.427403,91817278,42289303,77912648,0.408077,0.187952,0.346278,
225000000,53,0.419447,91802151,42298600,78163398,0.408010,0.187994,0.347393,
225000000,54,0.411523,91864208,42348546,78287244,0.408285,0.188216,0.347943,
225000000,55,0.404299,92085344,42365965,78275962,0.409268,0.188293,0.347893,
225000000,56,0.397499,92120411,42462018,78363998,0.409424,0.188720,0.348284,
225000000,57,0.389902,92264022,42480450,78413420,0.410062,0.188802,0.348504,
225000000,58,0.383764,92330368,42515623,78516075,0.410357,0.188958,0.348960,
225000000,59,0.377769,92369984,42562985,78626350,0.410533,0.189169,0.349450,
225000000,60,0.371484,92491161,42626937,78631899,0.411072,0.189453,0.349475,
225000000,61,0.365982,92653375,42544044,78737004,0.411793,0.189085,0.349942,
225000000,62,0.359790,92692066,42581952,78838882,0.411965,0.189253,0.350395,
225000000,63,0.354675,92764439,42755400,78765871,0.412286,0.190024,0.350071,
225000000,64,0.348901,92867742,42743371,78842012,0.412746,0.189971,0.350409,
250000000,1,24.903233,108176588,49851112,91972300,0.432706,0.199404,0.367889,
250000000,2,12.416549,108163832,49853988,91982180,0.432655,0.199416,0.367929,
250000000,3,8.222899,108161077,49861299,91977624,0.432644,0.199445,0.367910,
250000000,4,6.165150,108172556,49847556,91979888,0.432690,0.199390,0.367920,
250000000,5,4.949839,108177865,49850515,91971620,0.432711,0.199402,0.367886,
250000000,6,4.111924,108194680,49855116,91950204,0.432779,0.199420,0.367801,
250000000,7,3.521108,108152616,49863296,91984088,0.432610,0.199453,0.367936,
250000000,8,3.079208,108178040,49843936,91978024,0.432712,0.199376,0.367912,
250000000,9,2.741777,96134790,44326000,81761432,0.384539,0.177304,0.327046,
250000000,10,2.465137,97350642,44883954,82765404,0.389403,0.179536,0.331062,
250000000,11,2.243043,98337020,45330610,83605096,0.393348,0.181322,0.334420,
250000000,12,2.056437,99168278,45696401,84301987,0.396673,0.182786,0.337208,
250000000,13,1.897063,99814236,46063082,84891912,0.399257,0.184252,0.339568,
250000000,14,1.762458,100404499,46337993,85400364,0.401618,0.185352,0.341601,
250000000,15,1.644011,100977655,46515574,85840104,0.403911,0.186062,0.343360,
250000000,16,1.544204,101420925,46738770,86215305,0.405684,0.186955,0.344861,
250000000,17,1.446241,101842016,46899984,86552116,0.407368,0.187600,0.346208,
250000000,18,1.365796,102199716,47027627,86883767,0.408799,0.188111,0.347535,
250000000,19,1.294157,102487698,47203536,87150869,0.409951,0.188814,0.348603,
250000000,20,1.229759,102715671,47386760,87397568,0.410863,0.189547,0.349590,
250000000,21,1.171009,103015740,47448620,87630877,0.412063,0.189794,0.350524,
250000000,22,1.119071,103273070,47536986,87826305,0.413092,0.190148,0.351305,
250000000,23,1.070575,103449944,47661240,88019249,0.413800,0.190645,0.352077,
250000000,24,1.025586,103682597,47751565,88149170,0.414730,0.191006,0.352597,
250000000,25,0.984718,103830791,47848800,88320408,0.415323,0.191395,0.353282,
250000000,26,0.946831,99890245,46012608,84866376,0.399561,0.184050,0.339466,
250000000,27,0.911651,100153449,46180031,85148000,0.400614,0.184720,0.340592,
250000000,28,0.879535,100465466,46284342,85393048,0.401862,0.185137,0.341572,
250000000,29,0.848886,100714984,46411596,85632039,0.402860,0.185646,0.342528,
250000000,30,0.822014,101021739,46531800,85779792,0.404087,0.186127,0.343119,
250000000,31,0.794748,101141618,46677791,86051557,0.404566,0.186711,0.344206,
250000000,32,0.769667,101412600,46740990,86221410,0.405650,0.186964,0.344886,
250000000,33,0.746046,101642614,46834583,86371286,0.406570,0.187338,0.345485,
250000000,34,0.723516,101857603,46921600,86514912,0.407430,0.187686,0.346060,
250000000,35,0.702957,102014581,46950392,86749311,0.408058,0.187802,0.346997,
250000000,36,0.683439,102201279,47036552,86873278,0.408805,0.188146,0.347493,
250000000,37,0.665343,102352904,47179230,86954350,0.409412,0.188717,0.347817,
250000000,38,0.648278,102443950,47248272,87149880,0.409776,0.188993,0.348600,
250000000,39,0.631482,102631944,47327329,87220211,0.410528,0.189309,0.348881,
250000000,40,0.616178,102775978,47358982,87365038,0.411104,0.189436,0.349460,
250000000,41,0.600625,102957660,47421267,87425949,0.411831,0.189685,0.349704,
250000000,42,0.586521,103023235,47508920,87563080,0.412093,0.190036,0.350252,
250000000,43,0.573376,100628336,46394840,85534960,0.402513,0.185579,0.342140,
250000000,44,0.560068,100783330,46444723,85726490,0.403133,0.185779,0.342906,
250000000,45,0.547676,100925096,46551162,85857072,0.403700,0.186205,0.343428,
250000000,46,0.536078,101171989,46620342,85903318,0.404688,0.186481,0.343613,
250000000,47,0.524712,101140069,46695748,86206734,0.404560,0.186783,0.344827,
250000000,48,0.515208,101389964,46724445,86260589,0.405560,0.186898,0.345042,
250000000,49,0.503633,101542102,46788578,86363195,0.406168,0.187154,0.345453,
250000000,50,0.493285,101645349,46868964,86485685,0.406581,0.187476,0.345943,
250000000,51,0.484313,101760322,46935024,86598768,0.407041,0.187740,0.346395,
250000000,52,0.475163,101947601,47028434,86600885,0.407790,0.188114,0.346404,
250000000,53,0.465480,102011153,47036550,86801350,0.408045,0.188146,0.347205,
250000000,54,0.457420,102140840,47142615,86827653,0.408563,0.188570,0.347311,
250000000,55,0.450447,102287093,47202115,86874424,0.409148,0.188808,0.347498,
250000000,56,0.441215,102392378,47120922,87093840,0.409570,0.188484,0.348375,
250000000,57,0.434019,102513977,47228832,87099294,0.410056,0.188915,0.348397,
250000000,58,0.426582,102437158,47316225,87315580,0.409749,0.189265,0.349262,
250000000,59,0.419537,102607902,47293064,87387166,0.410432,0.189172,0.349549,
250000000,60,0.413331,102752625,47383701,87363672,0.411011,0.189535,0.349455,
250000000,61,0.406074,101103898,46558797,85943859,0.404416,0.186235,0.343775,
250000000,62,0.398979,101200833,46643310,86026821,0.404803,0.186573,0.344107,
250000000,63,0.392371,101450854,46629647,86046479,0.405803,0.186519,0.344186,
250000000,64,0.386941,101351940,46835220,86187840,0.405408,0.187341,0.344751,
